,cord,feature_type,FEATURE_ID,SVDATE,CLT_CARR,CLT_SEGREG,CLT_STEPP,CLT_PARSEG,CLT_SHARED,CLT_MANDAT,CLT_ADVIS,CLT_PRIORI,CLT_CONTRA,CLT_BIDIRE,CLT_CBYPAS,CLT_BBYPAS,CLT_PARKR,CLT_WATERR,CLT_PTIME,CLT_ACCESS,CLT_COLOUR,BOROUGH,PHOTO1_URL,PHOTO2_URL
61,"[[[0.136566666, 51.5717854559], [0.136409861, 51.5717620059]], [[0.1365426258, 51.5717814093], [0.1365167324, 51.5717770501], [0.1365170092, 51.571777474]], [[0.1365170092, 51.571777474], [0.1365426258, 51.5717814093]], [[0.1365426258, 51.5717814093], [0.136653904, 51.5717985018], [0.136566666, 51.5717854559]], [[0.136566666, 51.5717854559], [0.1365426258, 51.5717814093]], [[0.1367606941, 51.5718181174], [0.136566666, 51.5717854559]]]",MultiLineString,RWG154835,2017-10-14,True,False,False,False,FALSE,FALSE,True,FALSE,False,False,False,False,False,False,False,,NONE,Barking & Dagenham,https://cycleassetimages.data.tfl.gov.uk/RWG154835_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG154835_2.jpg
958,"[[[0.1949038998, 51.5281821616], [0.1948384995, 51.5282504618], [0.1947534995, 51.5283021606], [0.1945429004, 51.5284045618], [0.1942987, 51.5285113618], [0.1941660019, 51.5285784624], [0.1940492016, 51.5286434624], [0.1938333027, 51.5287865624], [0.1936263034, 51.5289307627], [0.193511304, 51.5290045634], [0.1933945042, 51.5290673641], [0.1932317038, 51.5291399635], [0.1930565053, 51.5292071639], [0.1929184061, 51.5292544635], [0.1927786049, 51.5292907639], [0.1925026053, 51.5293601638], [0.192408807, 51.5293887642], [0.1923132067, 51.5294283642], [0.1922442067, 51.5294757641], [0.1921964067, 51.5295274641], [0.1921575079, 51.5295748646], [0.1921310068, 51.5296243645], [0.1920832085, 51.529728965], [0.1920566073, 51.5298302648], [0.1920478081, 51.5298830653], [0.1920460084, 51.5299336658], [0.1920443092, 51.5300184658], [0.1920690087, 51.5300955665], [0.1920814098, 51.530127466], [0.1920991096, 51.5301593672], [0.1921345089, 51.5302188674], [0.19218941, 51.5302980675], [0.192258409, 51.5303729672], [0.1923008093, 51.5304092677], [0.1923504093, 51.5304423678], [0.1924035091, 51.5304731678], [0.1924654091, 51.5304995684]], [[0.1955014983, 51.5286728212], [0.1955007925, 51.5286736447]], [[0.1955007925, 51.5286736447], [0.1955243999, 51.5286579635]], [[0.1955007925, 51.5286736447], [0.1954966998, 51.5286784219]], [[0.1953512842, 51.5286791631], [0.1953403626, 51.528687043]], [[0.1953512842, 51.5286791631], [0.1953790004, 51.5286791626], [0.1953968735, 51.5286861719]], [[0.1954966998, 51.5286784219], [0.1954967003, 51.5286763634], [0.1955007925, 51.5286736447]], [[0.1954966998, 51.5286784219], [0.1954914632, 51.5286845353], [0.195494019, 51.5286980507], [0.1955102165, 51.5287096445], [0.1955352416, 51.5287382048], [0.1955334914, 51.5287494203], [0.1955218169, 51.5287565157], [0.1955171443, 51.5287572074]], [[0.1953403626, 51.528687043], [0.1953376005, 51.5286791628], [0.1953512842, 51.5286791631]], [[0.1953403626, 51.528687043], [0.1953371995, 51.5286893252], [0.195343894, 51.5287072975], [0.1953647305, 51.528724158], [0.1953876889, 51.5287405607], [0.1953933541, 51.5287568256], [0.195390218, 51.5287742434], [0.1953761249, 51.5288024654], [0.1953755962, 51.5288034636]], [[0.1953968735, 51.5286861719], [0.1953785855, 51.5286751208], [0.1953537896, 51.5286773554], [0.1953512842, 51.5286791631]], [[0.1953968735, 51.5286861719], [0.1954220996, 51.5286960635], [0.19547743, 51.5287497174]], [[0.19547743, 51.5287497174], [0.195456944, 51.528737899], [0.1954129622, 51.5286958927], [0.1953968735, 51.5286861719]], [[0.19547743, 51.5287497174], [0.1954814995, 51.5287536629], [0.1954848474, 51.528753996]], [[0.1954848474, 51.528753996], [0.19547743, 51.5287497174]], [[0.1954848474, 51.528753996], [0.1955171443, 51.5287572074]], [[0.1955171443, 51.5287572074], [0.1955337998, 51.5287588635], [0.1955358995, 51.528737464], [0.1954966992, 51.5286940634], [0.1954966998, 51.5286784219]], [[0.1955171443, 51.5287572074], [0.1954958711, 51.5287603555], [0.1954848474, 51.528753996]], [[0.1953755962, 51.5288034636], [0.1953942998, 51.5287848633], [0.1953964997, 51.5287441639], [0.1953485002, 51.5287102635], [0.1953403626, 51.528687043]], [[0.1953755962, 51.5288034636], [0.1953656348, 51.5288222916], [0.1953452107, 51.5288336829]], [[0.1951495658, 51.5288355767], [0.1952112016, 51.528829563], [0.1952766009, 51.5288390637], [0.1952965275, 51.5288390641]], [[0.1951495658, 51.5288355767], [0.1951375763, 51.5288592152]], [[0.1953452107, 51.5288336829], [0.1953755962, 51.5288034636]], [[0.1953452107, 51.5288336829], [0.1953378517, 51.5288377874], [0.19532632, 51.5288390643]], [[0.1952965275, 51.5288390641], [0.1952489174, 51.5288321291], [0.1951893369, 51.5288249944], [0.195150643, 51.5288334513], [0.1951495658, 51.5288355767]], [[0.1952965275, 51.5288390641], [0.19532632, 51.5288390643]], [[0.19532632, 51.5288390643], [0.1953398004, 51.5288390639], [0.1953452107, 51.5288336829]], [[0.19532632, 51.5288390643], [0.1953093929, 51.5288409377], [0.1952965275, 51.5288390641]], [[0.1951375763, 51.5288592152], [0.1951415009, 51.5288363634], [0.1951495658, 51.5288355767]], [[0.1951375763, 51.5288592152], [0.1951333226, 51.5288676025], [0.1951330739, 51.5289021088], [0.1951512373, 51.5289283235]], [[0.1951512373, 51.5289283235], [0.1951353009, 51.528872464], [0.1951375763, 51.5288592152]], [[0.1951512373, 51.5289283235], [0.1951607419, 51.5289420408], [0.1952717716, 51.5290297866], [0.1952921989, 51.5290579572], [0.1952906785, 51.5290858019]], [[0.1952906785, 51.5290858019], [0.1952677014, 51.5290293646], [0.195154901, 51.5289411644], [0.1951512373, 51.5289283235]], [[0.1952906785, 51.5290858019], [0.1952896639, 51.5291044031], [0.195288816, 51.5291093202]], [[0.195288816, 51.5291093202], [0.1952962008, 51.5290993644], [0.1952906785, 51.5290858019]], [[0.195288816, 51.5291093202], [0.1952405184, 51.5293892593], [0.1945558382, 51.5302956542], [0.1945333667, 51.5303077546]], [[0.1945333667, 51.5303077546], [0.1945291059, 51.530288369], [0.1944158065, 51.5301758685], [0.1944171057, 51.5301128681], [0.1944594058, 51.5300592682], [0.1944812059, 51.5299629673], [0.1945074052, 51.5299033672], [0.1944943057, 51.5298599673], [0.1947455047, 51.5297083666], [0.1948804041, 51.5296691663], [0.1950005033, 51.5296152666], [0.1950696041, 51.5295372655], [0.1952069019, 51.5293610657], [0.1952243018, 51.5293013657], [0.1952178023, 51.5292295658], [0.1952554016, 51.5291543644], [0.195288816, 51.5291093202]], [[0.1945333667, 51.5303077546], [0.1935437998, 51.5308406289]], [[0.1976819029, 51.5303340712], [0.1976253024, 51.5303548718], [0.1975318032, 51.5303318716], [0.1975338026, 51.5303711712], [0.1975989035, 51.530399671], [0.1975793033, 51.5304315711], [0.1974984034, 51.5304315709], [0.1974714037, 51.5305075717], [0.1974077043, 51.530534472], [0.197126704, 51.5305635709], [0.1969517047, 51.530649772], [0.1969125049, 51.5306913719], [0.1968757047, 51.5306864718], [0.1967948063, 51.5307649726], [0.1968326052, 51.5308644728], [0.1968238063, 51.5309227727], [0.1968561055, 51.5309683729], [0.1969346056, 51.5310321732], [0.1972531062, 51.5311532736], [0.1972771063, 51.5312156742], [0.1972606059, 51.5312870745], [0.1971856063, 51.5313416751], [0.1969655075, 51.5313877741], [0.196613407, 51.5313703751], [0.1964534079, 51.531376974], [0.1962801092, 51.5314022743], [0.1961085086, 51.5313703742], [0.1960349081, 51.5312993735], [0.1959246082, 51.5312380734], [0.1957236086, 51.5312772738], [0.1954172078, 51.5312110725], [0.1952873086, 51.5311081726], [0.1950887082, 51.5309977717], [0.1948669086, 51.530914671], [0.1948321075, 51.5308631707], [0.1948364082, 51.5308319709], [0.1947013073, 51.5307085709], [0.1947013075, 51.5306408707], [0.194712207, 51.5305987702], [0.1946926078, 51.5305662701], [0.1945989063, 51.5305147698], [0.1945335068, 51.5304672698], [0.1945270071, 51.5303967685], [0.1945422071, 51.5303479687], [0.1945333667, 51.5303077546]], [[0.1924654091, 51.5304995684], [0.1929379093, 51.530637169], [0.1932065101, 51.5307215688], [0.1933353099, 51.5307802705], [0.1934383101, 51.5308603703], [0.1936687105, 51.5311534715], [0.193755511, 51.5312481718], [0.193909411, 51.5313769724], [0.1940820108, 51.5314957727], [0.1942934116, 51.5316202744], [0.1944067107, 51.5316785739], [0.194551812, 51.5317324745], [0.1946049115, 51.5317490752], [0.1946810113, 51.5317710739], [0.1947571113, 51.5317864745], [0.1948544113, 51.5317974747], [0.1950490117, 51.5318018747], [0.195249011, 51.5318117752], [0.1954401109, 51.5318260757], [0.1955534113, 51.5318370754], [0.195657811, 51.5318557749], [0.1958684107, 51.5319108761], [0.19599931, 51.5319702772], [0.1961179114, 51.5320286762], [0.1962329114, 51.532100177], [0.1963267109, 51.5321651769], [0.1965179114, 51.5323044779]], [[0.1979546037, 51.5305424716], [0.1985239031, 51.5308139735], [0.1988310057, 51.5310686755], [0.1989398058, 51.5312438754]], [[0.1908284121, 51.5307723675], [0.1917340111, 51.5307648685], [0.1918363108, 51.5307505687], [0.1920043099, 51.5306637691], [0.1922902094, 51.5306008687], [0.1923911092, 51.5305545686], [0.1924318092, 51.530529268], [0.1924654091, 51.5304995684]], [[0.1989398058, 51.5312438754], [0.1993305049, 51.5310651747]], [[0.1989398058, 51.5312438754], [0.1995412081, 51.5319642787], [0.2004434109, 51.5326409819], [0.2006120096, 51.532777482], [0.2001273114, 51.5329577822]], [[0.1965179114, 51.5323044779], [0.1977888084, 51.5317178775], [0.1985132062, 51.5313737757], [0.1989398058, 51.5312438754]], [[0.1965179114, 51.5323044779], [0.1966226112, 51.5323873781], [0.1967372107, 51.5324502786], [0.1969124122, 51.5325261793], [0.1970699125, 51.53260328], [0.1971690124, 51.5326814796], [0.197257812, 51.5327611804], [0.1973672129, 51.5328685813], [0.1974999125, 51.5329709817], [0.1976362134, 51.5330633826], [0.1977961138, 51.5331562828], [0.197871313, 51.5331890833], [0.1979506141, 51.5332188832]], [[0.1959925124, 51.5327269788], [0.1962480116, 51.5324756778], [0.1965179114, 51.5323044779]], [[0.2001273114, 51.5329577822], [0.1997351126, 51.5330848835], [0.1993825128, 51.5331821829]], [[0.1993825128, 51.5331821829], [0.1994551125, 51.5331872829], [0.1995343126, 51.5331922833], [0.1996183121, 51.533193083], [0.1997341129, 51.5331893833], [0.1998460129, 51.5331814832], [0.1998938129, 51.5331930832]], [[0.1979506141, 51.5332188832], [0.1980522129, 51.5332542835], [0.1981803135, 51.5332839837], [0.1983083137, 51.5333022835], [0.1984425139, 51.5333104835], [0.1985106129, 51.5333130839], [0.1985807131, 51.5333085845], [0.1987637144, 51.5332858838], [0.1993825128, 51.5331821829]], [[0.1979506141, 51.5332188832], [0.1978784137, 51.5333041835], [0.197846914, 51.5333496836], [0.1978225145, 51.5333996838], [0.1978103145, 51.5334457837], [0.1978073149, 51.5334976844], [0.1978113151, 51.5335494844], [0.1978144154, 51.533604484], [0.1977888161, 51.5336553845], [0.1977686155, 51.5336891844], [0.197733116, 51.533720885], [0.1976497167, 51.533774585], [0.1975336151, 51.5338508854]], [[0.1998938129, 51.5331930832], [0.199879811, 51.5331611826], [0.1999125117, 51.5331109829], [0.2000129122, 51.5330318826], [0.2001273114, 51.5329577822]], [[0.2005326146, 51.5336897844], [0.2003398132, 51.5334494839], [0.2002581125, 51.5333775838], [0.2001729136, 51.5333201838], [0.2001192122, 51.5332925836], [0.2000234126, 51.5332751834], [0.1999546123, 51.5332446838], [0.1998938129, 51.5331930832]]]",MultiLineString,RWG151158,2017-08-30,False,False,False,False,FALSE,FALSE,False,FALSE,False,True,False,False,True,False,False,,NONE,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG151158_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG151158_2.jpg
1656,"[[[-0.2248619921, 51.4016309818], [-0.2247843931, 51.401808482], [-0.2244566942, 51.4019644829], [-0.2231114978, 51.4023356844], [-0.221955901, 51.4026961857], [-0.2213264031, 51.4029812869], [-0.2206969062, 51.403433187]], [[-0.2168330819, 51.4018802246], [-0.2173236514, 51.4021133511], [-0.2180001813, 51.4023085171], [-0.2183689202, 51.4024324747], [-0.2186711649, 51.4025390923], [-0.2189545373, 51.4026506082], [-0.2192386469, 51.4027642785], [-0.2193540194, 51.40281007], [-0.2195037591, 51.4028801046], [-0.2196471097, 51.4029582189], [-0.2197779389, 51.4030366033], [-0.2198647262, 51.4030928986], [-0.2200240541, 51.4032068384], [-0.2202455576, 51.4033913482], [-0.2204070426, 51.4035163309], [-0.2205244862, 51.4036057574], [-0.2207172176, 51.4037356206], [-0.2209481698, 51.4039080498]], [[-0.2206969062, 51.403433187], [-0.2206967047, 51.4033165866], [-0.220645204, 51.4031558868], [-0.2204735042, 51.403027387], [-0.2204773039, 51.4029704869], [-0.2203486041, 51.402890186], [-0.2197439021, 51.4025454862], [-0.2190573018, 51.4022402861], [-0.2181647001, 51.4019190862], [-0.2178642008, 51.4017904852], [-0.2175466997, 51.4015870854], [-0.2171669973, 51.4013003842]], [[-0.2205934066, 51.4035729881], [-0.2206969062, 51.403433187]], [[-0.2205934066, 51.4035729881], [-0.2201645048, 51.4032415867], [-0.2195723032, 51.4028506862], [-0.2190659031, 51.4025936868], [-0.218276202, 51.4023152869], [-0.2176840009, 51.4021224855], [-0.2174105007, 51.4019935854], [-0.2173553008, 51.4019675849], [-0.2172978015, 51.4019404856], [-0.2168803001, 51.4017153846]], [[-0.2209481698, 51.4039080498], [-0.2205934066, 51.4035729881]], [[-0.2209481698, 51.4039080498], [-0.2211269171, 51.4040415013], [-0.2212026468, 51.4041057365], [-0.2212849126, 51.4042046379], [-0.2213699041, 51.4043749106], [-0.2214102213, 51.4044255498]], [[-0.2210886086, 51.4040406876], [-0.2209481698, 51.4039080498]]]",MultiLineString,RWG124386,2017-10-24,False,False,False,False,TRUE,FALSE,False,FALSE,False,True,False,False,True,True,False,,NONE,Merton,https://cycleassetimages.data.tfl.gov.uk/RWG124386_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG124386_2.jpg
2286,"[[[0.1925906946, 51.5256405509], [0.1929213941, 51.5255487507], [0.1931597932, 51.5255363507], [0.1933643931, 51.525572351], [0.1934835937, 51.5257102515], [0.1935646937, 51.5259676519], [0.1937658928, 51.5259453521], [0.1938278946, 51.5261016527], [0.1938773934, 51.5262426533]], [[0.1938773934, 51.5262426533], [0.1936862943, 51.5262271531], [0.1935022951, 51.5262073525], [0.1933305959, 51.5261765526], [0.1932615945, 51.5261611529], [0.1931996953, 51.5261446527], [0.1930810956, 51.5261016521], [0.1929872962, 51.5260620523], [0.1928916953, 51.526021352], [0.1928209959, 51.5259838519], [0.1927625952, 51.5259420517], [0.1926988956, 51.5258991518], [0.1926457954, 51.5258517506], [0.192596195, 51.5257978513], [0.1924920951, 51.5257956511], [0.1924000961, 51.5258121507]], [[0.1938987937, 51.5262962536], [0.1938773934, 51.5262426533]], [[0.1939093949, 51.526317153], [0.1938987937, 51.5262962536]], [[0.1939093949, 51.526317153], [0.194132694, 51.5264125536], [0.1943698937, 51.5265197543], [0.1945410945, 51.5266114553], [0.1949000945, 51.5269664564], [0.1949281954, 51.526997757], [0.1949563956, 51.527007157], [0.1950377949, 51.5270040562], [0.1953851947, 51.526972757], [0.1955134944, 51.526972757], [0.1959391931, 51.5269007567], [0.1965244915, 51.5267129562], [0.1968480909, 51.5266155556], [0.1970959895, 51.5265209554], [0.1972131887, 51.5265073554], [0.1972671895, 51.5265434557], [0.1972446888, 51.5266065554], [0.1970824894, 51.5267102559], [0.1970643902, 51.5267597567], [0.1971184897, 51.5267778566], [0.197429491, 51.5267868569], [0.1974880895, 51.5268003571], [0.1975376898, 51.526827356], [0.1975871907, 51.5269535565], [0.1976187895, 51.5270662574], [0.1977133916, 51.5271654581], [0.1977449903, 51.5272916583], [0.1977043907, 51.5273547588], [0.1973528932, 51.5276476602], [0.1974564934, 51.5277423606], [0.1976457927, 51.5277558611], [0.1977404935, 51.5277738604], [0.1979162926, 51.5278594617], [0.1979748929, 51.5278910607], [0.1980759935, 51.5281623628], [0.1980404942, 51.5282162625]], [[0.1939591952, 51.5264234538], [0.193932594, 51.5263745534], [0.1939093949, 51.526317153]], [[0.1939591952, 51.5264234538], [0.1938916944, 51.5264415542], [0.1938315947, 51.5264547535], [0.1937925952, 51.5264591544], [0.1937589954, 51.5264558543], [0.1936863945, 51.5264382532], [0.193654595, 51.5264294535], [0.1936315948, 51.5264129541], [0.1936510946, 51.5263854531], [0.193675796, 51.5263615538], [0.1937562946, 51.5263114536], [0.1938261946, 51.5262973535], [0.1938987937, 51.5262962536]], [[0.1974435918, 51.5280868381], [0.1973778044, 51.5280608708], [0.1973386502, 51.5280101803], [0.1973122893, 51.5279749691], [0.1972987199, 51.5279112983], [0.1972018042, 51.5278625796], [0.1971114808, 51.5278507615], [0.1970115992, 51.5277202485], [0.196786694, 51.5277055781], [0.1965844444, 51.5277668948], [0.1965055104, 51.5277936102], [0.1964688843, 51.5278293612], [0.1963703733, 51.5276902858], [0.1962664689, 51.5276446405], [0.1961774834, 51.527668961], [0.1961690995, 51.5278325214], [0.1961943814, 51.5278752353], [0.1961919816, 51.5278981242], [0.1961684671, 51.5279121562], [0.1961022424, 51.5279354446], [0.1958987822, 51.5278556505], [0.1958115943, 51.5278092485], [0.195682352, 51.5278011756], [0.1956705009, 51.527834309], [0.195684547, 51.527866349], [0.1956608317, 51.5279282346], [0.1957390568, 51.5280144653], [0.1957585711, 51.5280558537], [0.1957523631, 51.5281104872], [0.1957327427, 51.5282624537], [0.1957114525, 51.5284275821], [0.1957278491, 51.5284685333], [0.1957596772, 51.5284994501], [0.1958016433, 51.5286105044], [0.1958051309, 51.5286220482], [0.1957968832, 51.5286345013], [0.1957821711, 51.528641659], [0.1957089386, 51.5286381767], [0.1955862517, 51.5285575209], [0.1955726266, 51.5285366396], [0.195546772, 51.5285015587], [0.1955255371, 51.5284662161], [0.1954805876, 51.5284675328], [0.1954691875, 51.5285095725], [0.195504657, 51.5285435391], [0.1955647338, 51.5285972283], [0.1955795686, 51.5286189224], [0.1955678489, 51.5286336509], [0.1955566747, 51.5286429357], [0.1955438609, 51.5286514913]], [[0.1973990949, 51.528097462], [0.1974013948, 51.5281351616], [0.1974753945, 51.5282073627], [0.197525496, 51.5282398622], [0.197577796, 51.5283279627], [0.1976257953, 51.5283550634], [0.1977062952, 51.528370763]], [[0.1973990949, 51.528097462], [0.1973106957, 51.5281355622], [0.1972269953, 51.5281787625], [0.1972154961, 51.5282739625], [0.1972183967, 51.5287441646], [0.1971664972, 51.5288537643], [0.1970654985, 51.5289835652], [0.1969270992, 51.5290556659], [0.1968000998, 51.5290758649], [0.1966357006, 51.5291191655], [0.1965520998, 51.5291191657], [0.1963414993, 51.5290268657], [0.1962001993, 51.5289893648], [0.1958005003, 51.5288991639], [0.1955243999, 51.5286579635], [0.1949553991, 51.5282574607], [0.1949038998, 51.5281821616], [0.1949321984, 51.5280797605], [0.1949357977, 51.5279729606], [0.1949251981, 51.5279058598], [0.1948985983, 51.5278375599], [0.1948684985, 51.5277726592], [0.1948311969, 51.5277073591], [0.194792398, 51.5276493586], [0.1947463979, 51.5275898579], [0.1946862974, 51.5275293583], [0.1946225971, 51.5274709583], [0.1945658968, 51.5274225571], [0.1945074965, 51.5273707569], [0.1944013972, 51.5272672574], [0.1943623969, 51.5272166573], [0.194330597, 51.5271682571], [0.1942986958, 51.5271164568], [0.1942792972, 51.5270625566], [0.1941995955, 51.5268214559], [0.1941677954, 51.5267410549], [0.1941482947, 51.5266970552], [0.1941164944, 51.526649655], [0.1939591952, 51.5264234538]], [[0.1980404942, 51.5282162625], [0.1977029956, 51.5281297618], [0.197489495, 51.5281268624], [0.1973990949, 51.528097462]], [[0.1980404942, 51.5282162625], [0.2011209, 51.5296896698], [0.2031034021, 51.5303180728], [0.2007799046, 51.5310116753], [0.2000022058, 51.531274076], [0.200602806, 51.531746578], [0.2014510093, 51.532442481]], [[0.1977062952, 51.528370763], [0.1978149961, 51.5285042639], [0.1977979963, 51.5286044645], [0.1979547956, 51.5286535646], [0.1979684961, 51.5287456649], [0.1979315969, 51.5288138654], [0.1980815962, 51.5288738662], [0.1980740978, 51.5289651657], [0.1981675977, 51.5290599664], [0.1982411974, 51.5292167668], [0.1981722989, 51.529325867], [0.198190099, 51.529398167], [0.1982234993, 51.5294533679], [0.1981000981, 51.5295113685], [0.1981225998, 51.5295836687], [0.1981872988, 51.5296879685], [0.1982159991, 51.5297186688], [0.1981306999, 51.5297404685], [0.198128, 51.5298099691], [0.198175701, 51.5298508694], [0.1981805005, 51.52987887], [0.1980550007, 51.5299156703], [0.1980673007, 51.5300370698], [0.1981116015, 51.5300704699], [0.1981287017, 51.53012637], [0.1980775007, 51.530133171], [0.1978921011, 51.53008617], [0.1978266009, 51.5301093703], [0.1978744027, 51.5301815707], [0.1979500023, 51.5302170707], [0.1979323013, 51.5302300707], [0.197811702, 51.53022037], [0.197868102, 51.5302477709], [0.1979875026, 51.5302679708], [0.1980507024, 51.5302463711], [0.1980638022, 51.5301839708], [0.1981553012, 51.5301649713], [0.1981858016, 51.5301364704], [0.1981858011, 51.5300619709], [0.1981444009, 51.5300022697], [0.1981466012, 51.5299290698], [0.1982120006, 51.5298761701], [0.1982425001, 51.5298395693], [0.1982163001, 51.5297690687], [0.1982816992, 51.5297108695], [0.1982752002, 51.5296525684], [0.198255599, 51.5296091677], [0.1982882991, 51.5295440684], [0.198288299, 51.5295006683], [0.1982707982, 51.5294111681], [0.1982424988, 51.5293190671], [0.1982860979, 51.5292213673], [0.1982664984, 51.5291251661], [0.1982925971, 51.5290153659], [0.1981988966, 51.528925866], [0.1981814965, 51.5288173644], [0.1981291966, 51.528771265], [0.1980811966, 51.5287184653], [0.1980724968, 51.5286519643], [0.1980397965, 51.5285964642], [0.1979613962, 51.5285584644], [0.197898195, 51.5285042632], [0.1978414944, 51.5284215637], [0.1977062952, 51.528370763]]]",MultiLineString,RWG151159,2017-08-30,False,False,False,False,FALSE,FALSE,False,FALSE,False,True,False,False,True,False,False,,NONE,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG151159_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG151159_2.jpg
2892,"[[[-0.3105806966, 51.4277494718], [-0.3106930963, 51.4279747722]], [[-0.3106930963, 51.4279747722], [-0.3107389976, 51.428051772], [-0.3106490975, 51.4280757722], [-0.3104866972, 51.4281628722]], [[-0.3106930963, 51.4279747722], [-0.3108142974, 51.427987172], [-0.3118746977, 51.4282735725], [-0.3124756963, 51.4286190716], [-0.3131383959, 51.4290276704]], [[-0.3104965803, 51.4282658928], [-0.3104913785, 51.4282206131], [-0.3104875486, 51.4281978683], [-0.3104764636, 51.4281731126], [-0.3104330587, 51.4280701167], [-0.31042278, 51.4280400832], [-0.3104136723, 51.4280054517], [-0.3104078274, 51.4279725282], [-0.3104153855, 51.4279381596], [-0.3104300976, 51.427898451], [-0.3104567013, 51.4278662814], [-0.3104982204, 51.4278254415], [-0.310578435, 51.4277363463], [-0.3105938983, 51.4277050411], [-0.3105987092, 51.4276751389], [-0.3106113515, 51.4276028742], [-0.3106234319, 51.4275276699], [-0.3106359609, 51.4274897301], [-0.3106502792, 51.4274501157], [-0.3106678768, 51.4274240784], [-0.310684284, 51.4273998944], [-0.3107123216, 51.4273660449]]]",MultiLineString,RWG123762,2017-10-04,False,False,False,True,FALSE,FALSE,False,FALSE,False,True,False,False,True,False,False,,RED,Kingston upon Thames,https://cycleassetimages.data.tfl.gov.uk/RWG123762_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123762_2.jpg
3804,"[[[0.1322522078, 51.5417574714], [0.1326673074, 51.5417151714], [0.1326222075, 51.5419631713], [0.1324265071, 51.542225272], [0.1324867071, 51.5423188724], [0.1332177084, 51.542625973]], [[0.1342109009, 51.5418846083], [0.1319590415, 51.5437342551], [0.1319547845, 51.5437697318], [0.1320187651, 51.5438080648], [0.1320033146, 51.5438216215], [0.1318441039, 51.5438570983], [0.1314431834, 51.5441688405]], [[0.1332177084, 51.542625973], [0.1334732079, 51.5424122717], [0.1342010083, 51.5417917709]], [[0.1313460057, 51.5441943776], [0.1318781067, 51.5437459757], [0.1332177084, 51.542625973]]]",MultiLineString,RWG221202,2018-02-13,False,False,False,False,TRUE,FALSE,False,FALSE,False,True,False,False,True,False,False,,NONE,Barking & Dagenham,https://cycleassetimages.data.tfl.gov.uk/RWG221202_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG221202_2.jpg
3818,"[[[-0.009474806, 51.5374919589], [-0.0095279898, 51.5375031253], [-0.0095738437, 51.5375272851], [-0.0096094491, 51.5375541288], [-0.0096466718, 51.537593052], [-0.0096650143, 51.5376343249], [-0.0096687173, 51.5376700195], [-0.0096634557, 51.537688225], [-0.0096539314, 51.5377092422], [-0.0096398716, 51.5377325152], [-0.0096304509, 51.5377432581]], [[-0.0096304509, 51.5377432581], [-0.0096398718, 51.5377350547], [-0.0096303477, 51.537743376]], [[-0.0096302261, 51.537743454], [-0.0096304509, 51.5377432581]], [[-0.0096304509, 51.5377432581], [-0.0096303477, 51.537743376]], [[-0.0096303477, 51.537743376], [-0.0096302261, 51.537743454]], [[-0.0096303477, 51.537743376], [-0.0096115251, 51.5377597382], [-0.0096302261, 51.537743454]], [[-0.0096302261, 51.537743454], [-0.0096165765, 51.5377522025]]]",MultiLineString,RWG155767,2017-10-30,True,False,False,False,FALSE,FALSE,True,FALSE,False,False,False,False,False,False,False,,NONE,Newham,https://cycleassetimages.data.tfl.gov.uk/RWG155767_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG155767_2.jpg
4160,"[[[-0.073860864, 51.4178383654], [-0.0737342187, 51.4178819662], [-0.0736504808, 51.4179186594]], [[-0.0736504808, 51.4179186594], [-0.0735175524, 51.4179110888], [-0.0734627891, 51.4178936816]], [[-0.0736504808, 51.4179186594], [-0.0736178216, 51.4179714202], [-0.073567348, 51.4180134186]]]",MultiLineString,RWG205095,2017-12-01,False,False,False,False,TRUE,FALSE,False,FALSE,False,True,False,False,False,False,False,,NONE,Bromley,https://cycleassetimages.data.tfl.gov.uk/RWG205095_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG205095_2.jpg
