,cord,feature_type,BOROUGH,FEATURE_ID,SVDATE,SIG_HEAD,SIG_SEPARA,SIG_EARLY,SIG_TWOSTG,SIG_GATE,PHOTO1_URL,PHOTO2_URL,cord_X,cord_Y
300,"[-0.1169018735, 51.50017871]",Point,Lambeth,RWG153657,2018-01-09,1,1,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG153657_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG153657_2.jpg,-0.1169018735, 51.50017871
301,"[-0.1209491138, 51.4943912881]",Point,Lambeth,RWG054821,2017-07-16,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG054821_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054821_2.jpg,-0.1209491138, 51.4943912881
302,"[-0.1177461667, 51.5006605644]",Point,Lambeth,RWG153649,2018-01-09,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG153649_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG153649_2.jpg,-0.1177461667, 51.5006605644
303,"[-0.1186547764, 51.5008755471]",Point,Lambeth,RWG153650,2018-01-09,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG153650_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG153650_2.jpg,-0.1186547764, 51.5008755471
304,"[-0.1164514096, 51.500348675]",Point,Lambeth,RWG153654,2018-01-09,1,1,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG153654_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG153654_2.jpg,-0.1164514096, 51.500348675
305,"[-0.1164723511, 51.5003640678]",Point,Lambeth,RWG153655,2018-01-09,1,1,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG153655_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG153655_2.jpg,-0.1164723511, 51.5003640678
306,"[-0.1173013572, 51.4841999758]",Point,Lambeth,RWG054823,2017-07-17,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG054823_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054823_2.jpg,-0.1173013572, 51.4841999758
307,"[-0.1161160899, 51.5008258618]",Point,Lambeth,RWG054831,2017-07-18,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG054831_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054831_2.jpg,-0.1161160899, 51.5008258618
308,"[-0.1156966987, 51.5009367984]",Point,Lambeth,RWG153652,2018-01-09,1,1,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG153652_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG153652_2.jpg,-0.1156966987, 51.5009367984
309,"[-0.1157265569, 51.5009368761]",Point,Lambeth,RWG153653,2018-01-09,1,1,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG153653_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG153653_2.jpg,-0.1157265569, 51.5009368761
310,"[-0.1209351934, 51.4943548225]",Point,Lambeth,RWG054819,2017-07-16,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG054819_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054819_2.jpg,-0.1209351934, 51.4943548225
311,"[-0.1109836246, 51.4813369761]",Point,Lambeth,RWG135613,2017-10-25,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG135613_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG135613_2.jpg,-0.1109836246, 51.4813369761
312,"[-0.1168244617, 51.5016894564]",Point,Lambeth,RWG054833,2017-07-18,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG054833_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054833_2.jpg,-0.1168244617, 51.5016894564
313,"[-0.1487904111, 51.4782168144]",Point,Wandsworth,RWG054840,2017-07-18,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG054840_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054840_2.jpg,-0.1487904111, 51.4782168144
314,"[-0.1487632668, 51.4781857614]",Point,Wandsworth,RWG054841,2017-07-18,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG054841_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054841_2.jpg,-0.1487632668, 51.4781857614
315,"[-0.1198534752, 51.4852344446]",Point,Lambeth,RWG054865,2017-07-19,1,1,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG054865_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054865_2.jpg,-0.1198534752, 51.4852344446
316,"[-0.121740934, 51.4731110963]",Point,Lambeth,RWG054893,2017-07-22,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG054893_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054893_2.jpg,-0.121740934, 51.4731110963
317,"[-0.1217256267, 51.473113351]",Point,Lambeth,RWG054894,2017-07-22,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG054894_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054894_2.jpg,-0.1217256267, 51.473113351
318,"[-0.1198881582, 51.4852909813]",Point,Lambeth,RWG054866,2017-07-19,1,1,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG054866_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054866_2.jpg,-0.1198881582, 51.4852909813
319,"[-0.1489152651, 51.4776822469]",Point,Wandsworth,RWG054839,2017-07-18,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG054839_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054839_2.jpg,-0.1489152651, 51.4776822469
320,"[-0.1118750903, 51.4826208835]",Point,Lambeth,RWG054902,2017-09-18,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG054902_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054902_2.jpg,-0.1118750903, 51.4826208835
321,"[-0.1112582999, 51.4829349307]",Point,Lambeth,RWG054903,2017-09-19,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG054903_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054903_2.jpg,-0.1112582999, 51.4829349307
322,"[-0.1172757734, 51.4841555484]",Point,Lambeth,RWG153658,2017-07-17,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG153658_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG153658_2.jpg,-0.1172757734, 51.4841555484
323,"[-0.1211892511, 51.494365988]",Point,Lambeth,RWG054818,2017-07-16,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG054818_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054818_2.jpg,-0.1211892511, 51.494365988
324,"[-0.1218798662, 51.486246984]",Point,Lambeth,RWG054808,2017-07-16,1,1,0,0,1,https://cycleassetimages.data.tfl.gov.uk/RWG054808_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054808_2.jpg,-0.1218798662, 51.486246984
325,"[-0.1211254341, 51.494335723]",Point,Lambeth,RWG054817,2017-07-16,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG054817_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054817_2.jpg,-0.1211254341, 51.494335723
326,"[-0.1209608734, 51.4943486072]",Point,Lambeth,RWG054820,2017-07-16,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG054820_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054820_2.jpg,-0.1209608734, 51.4943486072
327,"[-0.0147268094, 51.529629292]",Point,Tower Hamlets,RWG012276,2017-06-16,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG012276_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG012276_2.jpg,-0.0147268094, 51.529629292
328,"[-0.0143928997, 51.5299724163]",Point,Tower Hamlets,RWG012272,2017-06-16,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG012272_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG012272_2.jpg,-0.0143928997, 51.5299724163
329,"[-0.0196056431, 51.5282778992]",Point,Tower Hamlets,RWG012274,2017-06-16,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG012274_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG012274_2.jpg,-0.0196056431, 51.5282778992
330,"[-0.0192605829, 51.5283599598]",Point,Tower Hamlets,RWG012275,2017-06-16,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG012275_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG012275_2.jpg,-0.0192605829, 51.5283599598
331,"[-0.0148729964, 51.5295764879]",Point,Tower Hamlets,RWG012277,2017-06-16,1,1,0,0,1,https://cycleassetimages.data.tfl.gov.uk/RWG012277_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG012277_2.jpg,-0.0148729964, 51.5295764879
332,"[-0.0145445981, 51.5295675318]",Point,Tower Hamlets,RWG012273,2017-06-16,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG012273_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG012273_2.jpg,-0.0145445981, 51.5295675318
333,"[-0.0702193139, 51.5602118565]",Point,Hackney,RWG151973,2017-08-25,0,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG151973_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG151973_2.jpg,-0.0702193139, 51.5602118565
334,"[-0.0578344934, 51.5527479951]",Point,Hackney,RWG041525,2017-08-27,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG041525_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG041525_2.jpg,-0.0578344934, 51.5527479951
335,"[-0.0580969333, 51.5527447011]",Point,Hackney,RWG041526,2017-08-27,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG041526_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG041526_2.jpg,-0.0580969333, 51.5527447011
336,"[-0.0557665136, 51.5401886558]",Point,Hackney,RWG012266,2017-06-13,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG012266_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG012266_2.jpg,-0.0557665136, 51.5401886558
337,"[-0.0701599449, 51.5601730772]",Point,Hackney,RWG151971,2017-08-25,0,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG151971_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG151971_2.jpg,-0.0701599449, 51.5601730772
338,"[-0.0556715401, 51.5401415917]",Point,Hackney,RWG012267,2017-06-13,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG012267_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG012267_2.jpg,-0.0556715401, 51.5401415917
339,"[-0.0417283894, 51.5452065598]",Point,Hackney,RWG012270,2017-06-14,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG012270_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG012270_2.jpg,-0.0417283894, 51.5452065598
340,"[-0.1035839911, 51.5651552325]",Point,Hackney,RWG012223,2017-06-10,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG012223_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG012223_2.jpg,-0.1035839911, 51.5651552325
341,"[-0.0701767421, 51.5602189987]",Point,Hackney,RWG151972,2017-08-25,0,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG151972_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG151972_2.jpg,-0.0701767421, 51.5602189987
342,"[-0.0416414139, 51.5453233311]",Point,Hackney,RWG012271,2017-06-14,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG012271_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG012271_2.jpg,-0.0416414139, 51.5453233311
343,"[-0.046406975, 51.5570696227]",Point,Hackney,RWG041532,2017-08-28,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG041532_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG041532_2.jpg,-0.046406975, 51.5570696227
344,"[-0.0465267626, 51.5570640218]",Point,Hackney,RWG041533,2017-08-28,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG041533_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG041533_2.jpg,-0.0465267626, 51.5570640218
345,"[-0.1047289549, 51.4962165694]",Point,Southwark,RWG080118,2017-07-27,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG080118_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG080118_2.jpg,-0.1047289549, 51.4962165694
346,"[-0.1066471113, 51.4969934891]",Point,Southwark,RWG080120,2017-07-28,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG080120_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG080120_2.jpg,-0.1066471113, 51.4969934891
347,"[-0.1046103599, 51.4989404614]",Point,Southwark,RWG080156,2017-08-01,1,0,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG080156_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG080156_2.jpg,-0.1046103599, 51.4989404614
348,"[-0.1046834681, 51.5035772097]",Point,Southwark,RWG080165,2017-08-02,1,1,0,1,0,https://cycleassetimages.data.tfl.gov.uk/RWG080165_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG080165_2.jpg,-0.1046834681, 51.5035772097
349,"[-0.0954834794, 51.4997892641]",Point,Southwark,RWG080116,2017-07-28,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG080116_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG080116_2.jpg,-0.0954834794, 51.4997892641
350,"[-0.1045645183, 51.4961522054]",Point,Southwark,RWG080117,2017-07-28,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG080117_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG080117_2.jpg,-0.1045645183, 51.4961522054
351,"[-0.0956488628, 51.499989768]",Point,Southwark,RWG080109,2017-07-27,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG080109_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG080109_2.jpg,-0.0956488628, 51.499989768
352,"[-0.101818551, 51.4962495917]",Point,Southwark,RWG080115,2017-07-27,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG080115_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG080115_2.jpg,-0.101818551, 51.4962495917
353,"[-0.0985486112, 51.5008104202]",Point,Southwark,RWG080104,2017-07-27,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG080104_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG080104_2.jpg,-0.0985486112, 51.5008104202
354,"[-0.1047814025, 51.5008482239]",Point,Southwark,RWG080170,2017-08-03,1,1,0,1,0,https://cycleassetimages.data.tfl.gov.uk/RWG080170_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG080170_2.jpg,-0.1047814025, 51.5008482239
355,"[-0.0986382166, 51.5009610945]",Point,Southwark,RWG080105,2017-07-27,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG080105_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG080105_2.jpg,-0.0986382166, 51.5009610945
356,"[-0.0830692955, 51.4959726369]",Point,Southwark,RWG080146,2017-07-30,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG080146_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG080146_2.jpg,-0.0830692955, 51.4959726369
357,"[-0.0828208085, 51.4958579093]",Point,Southwark,RWG080147,2017-07-31,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG080147_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG080147_2.jpg,-0.0828208085, 51.4958579093
358,"[-0.1047793004, 51.501011693]",Point,Southwark,RWG136186,2017-12-04,1,0,1,0,0,https://cycleassetimages.data.tfl.gov.uk/no_asset_photo.png,https://cycleassetimages.data.tfl.gov.uk/no_asset_photo.png,-0.1047793004, 51.501011693
359,"[-0.101688053, 51.4963742667]",Point,Southwark,RWG080171,2017-08-02,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG080171_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG080171_2.jpg,-0.101688053, 51.4963742667
360,"[-0.1056844346, 51.4988104215]",Point,Southwark,RWG080123,2017-07-28,1,0,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG080123_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG080123_2.jpg,-0.1056844346, 51.4988104215
361,"[-0.0995860932, 51.4965130547]",Point,Southwark,RWG080124,2017-07-28,1,1,0,0,1,https://cycleassetimages.data.tfl.gov.uk/RWG080124_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG080124_2.jpg,-0.0995860932, 51.4965130547
362,"[-0.1094733044, 51.4983277752]",Point,Southwark,RWG080145,2017-07-30,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG080145_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG080145_2.jpg,-0.1094733044, 51.4983277752
363,"[-0.1045485073, 51.4960949721]",Point,Southwark,RWG080150,2017-08-01,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG080150_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG080150_2.jpg,-0.1045485073, 51.4960949721
364,"[-0.1046956179, 51.5010960014]",Point,Southwark,RWG080103,2017-07-27,1,1,0,1,0,https://cycleassetimages.data.tfl.gov.uk/RWG080103_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG080103_2.jpg,-0.1046956179, 51.5010960014
365,"[-0.0997203232, 51.4965892122]",Point,Southwark,RWG080125,2017-07-28,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG080125_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG080125_2.jpg,-0.0997203232, 51.4965892122
366,"[-0.1094599222, 51.498455655]",Point,Southwark,RWG080144,2017-07-30,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG080144_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG080144_2.jpg,-0.1094599222, 51.498455655
367,"[-0.1044541254, 51.5082315515]",Point,Southwark,RWG153958,2018-01-16,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/no_asset_photo.png,https://cycleassetimages.data.tfl.gov.uk/no_asset_photo.png,-0.1044541254, 51.5082315515
368,"[-0.1050491506, 51.4986176184]",Point,Southwark,RWG153959,2018-01-18,1,1,0,1,0,https://cycleassetimages.data.tfl.gov.uk/no_asset_photo.png,https://cycleassetimages.data.tfl.gov.uk/no_asset_photo.png,-0.1050491506, 51.4986176184
369,"[-0.1052332448, 51.4792917021]",Point,Southwark,RWG136185,2017-12-04,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/no_asset_photo.png,https://cycleassetimages.data.tfl.gov.uk/no_asset_photo.png,-0.1052332448, 51.4792917021
370,"[-0.1045644146, 51.5069855609]",Point,Southwark,RWG080173,2017-08-03,1,1,0,1,0,https://cycleassetimages.data.tfl.gov.uk/RWG080173_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG080173_2.jpg,-0.1045644146, 51.5069855609
371,"[-0.1041413448, 51.5069550186]",Point,Southwark,RWG080174,2017-08-03,1,0,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG080174_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG080174_2.jpg,-0.1041413448, 51.5069550186
372,"[-0.1052793158, 51.4792952792]",Point,Southwark,RWG136184,2017-12-04,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/no_asset_photo.png,https://cycleassetimages.data.tfl.gov.uk/no_asset_photo.png,-0.1052793158, 51.4792952792
373,"[-0.1029296703, 51.4954881133]",Point,Southwark,RWG080151,2017-10-29,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG080151_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG080151_2.jpg,-0.1029296703, 51.4954881133
374,"[-0.1044197634, 51.4987109416]",Point,Southwark,RWG080155,2017-08-01,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG080155_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG080155_2.jpg,-0.1044197634, 51.4987109416
375,"[-0.1045966693, 51.5039448651]",Point,Southwark,RWG080167,2017-08-02,1,1,0,1,0,https://cycleassetimages.data.tfl.gov.uk/RWG080167_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG080167_2.jpg,-0.1045966693, 51.5039448651
376,"[-0.1489568547, 51.4614056132]",Point,Lambeth,RWG100157,2017-08-06,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG100157_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG100157_2.jpg,-0.1489568547, 51.4614056132
377,"[-0.101773679, 51.4962289321]",Point,Southwark,RWG080181,2017-08-03,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG080181_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG080181_2.jpg,-0.101773679, 51.4962289321
378,"[-0.1017224115, 51.4951654686]",Point,Southwark,RWG080184,2017-08-03,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG080184_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG080184_2.jpg,-0.1017224115, 51.4951654686
379,"[-0.1044863711, 51.5073485546]",Point,Southwark,RWG080177,2017-08-03,1,1,0,1,0,https://cycleassetimages.data.tfl.gov.uk/RWG080177_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG080177_2.jpg,-0.1044863711, 51.5073485546
380,"[-0.104513656, 51.5080171384]",Point,Southwark,RWG080178,2017-08-03,1,1,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG080178_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG080178_2.jpg,-0.104513656, 51.5080171384
381,"[-0.1011356499, 51.4948604748]",Point,Southwark,RWG150762,2017-12-13,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/no_asset_photo.png,https://cycleassetimages.data.tfl.gov.uk/no_asset_photo.png,-0.1011356499, 51.4948604748
382,"[-0.1073068092, 51.4972679739]",Point,Southwark,RWG080175,2017-08-03,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG080175_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG080175_2.jpg,-0.1073068092, 51.4972679739
383,"[-0.1047212138, 51.5072207528]",Point,Southwark,RWG080176,2017-08-03,1,0,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG080176_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG080176_2.jpg,-0.1047212138, 51.5072207528
384,"[-0.0998186623, 51.4967394856]",Point,Southwark,RWG150760,2017-12-13,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/no_asset_photo.png,https://cycleassetimages.data.tfl.gov.uk/no_asset_photo.png,-0.0998186623, 51.4967394856
385,"[-0.0839936839, 51.4557095769]",Point,Southwark,RWG105490,2017-08-16,1,0,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG105490_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG105490_2.jpg,-0.0839936839, 51.4557095769
386,"[-0.0839719332, 51.4553529691]",Point,Southwark,RWG105491,2017-08-16,1,0,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG105491_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG105491_2.jpg,-0.0839719332, 51.4553529691
387,"[-0.1333641265, 51.4594096114]",Point,Lambeth,RWG100159,2017-08-17,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG100159_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG100159_2.jpg,-0.1333641265, 51.4594096114
388,"[-0.1489882337, 51.4612600444]",Point,Lambeth,RWG100158,2017-08-06,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG100158_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG100158_2.jpg,-0.1489882337, 51.4612600444
389,"[-0.133409051, 51.4593368728]",Point,Lambeth,RWG100160,2017-08-17,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG100160_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG100160_2.jpg,-0.133409051, 51.4593368728
390,"[-0.1334368244, 51.4593599812]",Point,Lambeth,RWG100161,2017-08-17,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG100161_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG100161_2.jpg,-0.1334368244, 51.4593599812
391,"[-0.1476193771, 51.4510856008]",Point,Wandsworth,RWG116460,2017-08-12,1,0,0,1,0,https://cycleassetimages.data.tfl.gov.uk/RWG116460_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG116460_2.jpg,-0.1476193771, 51.4510856008
392,"[-0.0696673767, 51.4721938525]",Point,Southwark,RWG105492,2017-08-18,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG105492_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG105492_2.jpg,-0.0696673767, 51.4721938525
393,"[-0.0697689883, 51.4720668213]",Point,Southwark,RWG105493,2017-08-18,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG105493_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG105493_2.jpg,-0.0697689883, 51.4720668213
394,"[-0.147836362, 51.451089274]",Point,Wandsworth,RWG116458,2017-08-11,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG116458_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG116458_2.jpg,-0.147836362, 51.451089274
395,"[-0.1563816075, 51.4383369253]",Point,Wandsworth,RWG116449,2017-08-10,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG116449_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG116449_2.jpg,-0.1563816075, 51.4383369253
396,"[-0.1568016338, 51.4381407249]",Point,Wandsworth,RWG116456,2017-08-11,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG116456_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG116456_2.jpg,-0.1568016338, 51.4381407249
397,"[-0.1478907778, 51.4512149185]",Point,Wandsworth,RWG116459,2017-08-11,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG116459_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG116459_2.jpg,-0.1478907778, 51.4512149185
398,"[-0.1041879362, 51.4986818097]",Point,Southwark,RWG999721,2018-05-01,1,0,0,0,1,https://cycleassetimages.data.tfl.gov.uk/RWG999721_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG999721_2.jpg,-0.1041879362, 51.4986818097
399,"[-0.166908514, 51.4375250343]",Point,Wandsworth,RWG116445,2017-08-08,1,1,0,0,1,https://cycleassetimages.data.tfl.gov.uk/RWG116445_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG116445_2.jpg,-0.166908514, 51.4375250343
400,"[-0.166983031, 51.4375776514]",Point,Wandsworth,RWG116446,2017-08-08,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG116446_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG116446_2.jpg,-0.166983031, 51.4375776514
401,"[-0.1670312472, 51.4377225879]",Point,Wandsworth,RWG116443,2017-08-08,1,1,0,0,1,https://cycleassetimages.data.tfl.gov.uk/RWG116443_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG116443_2.jpg,-0.1670312472, 51.4377225879
