,cord,feature_type,BOROUGH,FEATURE_ID,SVDATE,SIG_HEAD,SIG_SEPARA,SIG_EARLY,SIG_TWOSTG,SIG_GATE,PHOTO1_URL,PHOTO2_URL,cord_X,cord_Y
98,"[-0.1190243705, 51.5094191326]",Point,Westminster,RWG064283,2017-07-04,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064283_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064283_2.jpg,-0.1190243705, 51.5094191326
99,"[-0.1188962007, 51.5094740129]",Point,Westminster,RWG064285,2017-07-04,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064285_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064285_2.jpg,-0.1188962007, 51.5094740129
100,"[-0.108045669, 51.511169462]",Point,City of London,RWG064256,2017-07-01,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064256_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064256_2.jpg,-0.108045669, 51.511169462
101,"[-0.1126806176, 51.5264135191]",Point,Islington,RWG064293,2017-07-24,1,0,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064293_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064293_2.jpg,-0.1126806176, 51.5264135191
102,"[-0.0907406031, 51.5254525337]",Point,Islington,RWG064347,2017-09-08,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064347_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064347_2.jpg,-0.0907406031, 51.5254525337
103,"[-0.1043974245, 51.5110856723]",Point,City of London,RWG064269,2017-07-03,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064269_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064269_2.jpg,-0.1043974245, 51.5110856723
104,"[-0.1271886271, 51.5009665338]",Point,Westminster,RWG064224,2017-06-30,1,0,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064224_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064224_2.jpg,-0.1271886271, 51.5009665338
105,"[-0.1216186702, 51.507179274]",Point,Westminster,RWG064279,2017-07-04,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064279_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064279_2.jpg,-0.1216186702, 51.507179274
106,"[-0.0803581935, 51.5095096266]",Point,City of London,RWG064296,2017-09-02,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064296_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064296_2.jpg,-0.0803581935, 51.5095096266
107,"[-0.1188436168, 51.5097301204]",Point,Westminster,RWG064287,2017-07-04,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064287_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064287_2.jpg,-0.1188436168, 51.5097301204
108,"[-0.113215471, 51.5107783238]",Point,Westminster,RWG064334,2017-09-06,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064334_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064334_2.jpg,-0.113215471, 51.5107783238
109,"[-0.1238270499, 51.5010825228]",Point,Westminster,RWG064338,2017-09-06,1,1,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064338_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064338_2.jpg,-0.1238270499, 51.5010825228
110,"[-0.1263238772, 51.4999590125]",Point,Westminster,RWG064340,2017-09-07,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064340_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064340_2.jpg,-0.1263238772, 51.4999590125
111,"[-0.071488664, 51.5152564598]",Point,Tower Hamlets,RWG064322,2017-09-05,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064322_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064322_2.jpg,-0.071488664, 51.5152564598
112,"[-0.1338821638, 51.5009372795]",Point,Westminster,RWG152589,2017-12-19,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG152589_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG152589_2.jpg,-0.1338821638, 51.5009372795
113,"[-0.127879817, 51.5245917455]",Point,Camden,RWG153223,2018-01-09,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG153223_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG153223_2.jpg,-0.127879817, 51.5245917455
114,"[-0.1043614277, 51.5119042538]",Point,City of London,RWG064325,2017-09-06,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064325_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064325_2.jpg,-0.1043614277, 51.5119042538
115,"[-0.1042712049, 51.5118196538]",Point,City of London,RWG064327,2017-09-06,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064327_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064327_2.jpg,-0.1042712049, 51.5118196538
116,"[-0.1043818001, 51.5117006517]",Point,City of London,RWG064328,2017-09-06,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064328_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064328_2.jpg,-0.1043818001, 51.5117006517
117,"[-0.1043189801, 51.5130897383]",Point,City of London,RWG064265,2017-07-02,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064265_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064265_2.jpg,-0.1043189801, 51.5130897383
118,"[-0.1081189508, 51.5109939295]",Point,City of London,RWG064337,2017-09-06,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064337_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064337_2.jpg,-0.1081189508, 51.5109939295
119,"[-0.1044804511, 51.5117170839]",Point,City of London,RWG064329,2017-09-06,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064329_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064329_2.jpg,-0.1044804511, 51.5117170839
120,"[-0.1044983543, 51.5140327706]",Point,City of London,RWG064266,2017-07-03,1,1,0,1,0,https://cycleassetimages.data.tfl.gov.uk/RWG064266_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064266_2.jpg,-0.1044983543, 51.5140327706
121,"[-0.0861376689, 51.5096095044]",Point,City of London,RWG064310,2017-09-04,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064310_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064310_2.jpg,-0.0861376689, 51.5096095044
122,"[-0.0927073993, 51.5108849967]",Point,City of London,RWG064312,2017-09-05,1,0,0,1,0,https://cycleassetimages.data.tfl.gov.uk/RWG064312_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064312_2.jpg,-0.0927073993, 51.5108849967
123,"[-0.0932363256, 51.510951129]",Point,City of London,RWG064316,2017-09-05,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064316_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064316_2.jpg,-0.0932363256, 51.510951129
124,"[-0.1350080599, 51.5213599532]",Point,Camden,RWG064240,2017-06-30,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064240_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064240_2.jpg,-0.1350080599, 51.5213599532
125,"[-0.1263263958, 51.5009013321]",Point,Westminster,RWG064226,2017-06-30,1,0,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064226_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064226_2.jpg,-0.1263263958, 51.5009013321
126,"[-0.1272993482, 51.5003387494]",Point,Westminster,RWG064227,2017-06-30,1,0,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064227_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064227_2.jpg,-0.1272993482, 51.5003387494
127,"[-0.123995898, 51.5008546203]",Point,Westminster,RWG064229,2017-06-30,1,1,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064229_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064229_2.jpg,-0.123995898, 51.5008546203
128,"[-0.1256646493, 51.5256545065]",Point,Camden,RWG064243,2017-06-30,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064243_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064243_2.jpg,-0.1256646493, 51.5256545065
129,"[-0.1183269425, 51.5272918761]",Point,Camden,RWG108671,2017-11-01,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG108671_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG108671_2.jpg,-0.1183269425, 51.5272918761
130,"[-0.1390970625, 51.5005931948]",Point,Westminster,RWG152594,2017-12-19,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG152594_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG152594_2.jpg,-0.1390970625, 51.5005931948
131,"[-0.128112391, 51.5246432809]",Point,Camden,RWG064190,2017-06-27,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064190_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064190_2.jpg,-0.128112391, 51.5246432809
132,"[-0.1392292021, 51.500565376]",Point,Westminster,RWG152593,2017-12-19,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG152593_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG152593_2.jpg,-0.1392292021, 51.500565376
133,"[-0.1386571736, 51.5005046859]",Point,Westminster,RWG152592,2017-12-19,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG152592_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG152592_2.jpg,-0.1386571736, 51.5005046859
134,"[-0.0910800256, 51.5105785148]",Point,City of London,RWG064304,2017-09-03,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064304_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064304_2.jpg,-0.0910800256, 51.5105785148
135,"[-0.0881621098, 51.5098790863]",Point,City of London,RWG064307,2017-09-04,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064307_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064307_2.jpg,-0.0881621098, 51.5098790863
136,"[-0.0865628004, 51.509690758]",Point,City of London,RWG064309,2017-09-04,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064309_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064309_2.jpg,-0.0865628004, 51.509690758
137,"[-0.1286938235, 51.5244050659]",Point,Camden,RWG064188,2017-06-27,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064188_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064188_2.jpg,-0.1286938235, 51.5244050659
138,"[-0.1280885123, 51.5246173578]",Point,Camden,RWG064189,2017-06-27,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064189_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064189_2.jpg,-0.1280885123, 51.5246173578
139,"[-0.1291078683, 51.5242351098]",Point,Camden,RWG064199,2017-06-28,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064199_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064199_2.jpg,-0.1291078683, 51.5242351098
140,"[-0.0786561062, 51.5096631692]",Point,City of London,RWG064211,2017-06-29,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064211_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064211_2.jpg,-0.0786561062, 51.5096631692
141,"[-0.0801120276, 51.5096066574]",Point,City of London,RWG064212,2017-06-28,1,1,1,0,1,https://cycleassetimages.data.tfl.gov.uk/RWG064212_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064212_2.jpg,-0.0801120276, 51.5096066574
142,"[-0.0805179365, 51.509474126]",Point,City of London,RWG064234,2017-06-29,1,0,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064234_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064234_2.jpg,-0.0805179365, 51.509474126
143,"[-0.0750617966, 51.5100161094]",Point,City of London,RWG064244,2017-06-30,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064244_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064244_2.jpg,-0.0750617966, 51.5100161094
144,"[-0.0832653798, 51.5092762854]",Point,City of London,RWG064237,2017-06-30,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064237_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064237_2.jpg,-0.0832653798, 51.5092762854
145,"[-0.1047270727, 51.5113622538]",Point,City of London,RWG064273,2017-07-03,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064273_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064273_2.jpg,-0.1047270727, 51.5113622538
146,"[-0.1043837112, 51.5110323807]",Point,City of London,RWG064270,2017-07-03,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064270_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064270_2.jpg,-0.1043837112, 51.5110323807
147,"[-0.1041420965, 51.5142195834]",Point,City of London,RWG064352,2017-09-10,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064352_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064352_2.jpg,-0.1041420965, 51.5142195834
148,"[-0.1040619771, 51.5116022215]",Point,City of London,RWG153224,2018-01-11,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG153224_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG153224_2.jpg,-0.1040619771, 51.5116022215
149,"[-0.1083892714, 51.5109907367]",Point,City of London,RWG064335,2017-09-06,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064335_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064335_2.jpg,-0.1083892714, 51.5109907367
150,"[-0.0932020697, 51.5107291426]",Point,City of London,RWG064343,2017-09-07,1,1,1,0,1,https://cycleassetimages.data.tfl.gov.uk/RWG064343_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064343_2.jpg,-0.0932020697, 51.5107291426
151,"[-0.1041953661, 51.5110470572]",Point,City of London,RWG064268,2017-07-03,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064268_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064268_2.jpg,-0.1041953661, 51.5110470572
152,"[-0.1045714852, 51.510865587]",Point,City of London,RWG064267,2017-07-02,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064267_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064267_2.jpg,-0.1045714852, 51.510865587
153,"[-0.0742523574, 51.5100200815]",Point,City of London,RWG064246,2017-06-30,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064246_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064246_2.jpg,-0.0742523574, 51.5100200815
154,"[-0.1044296502, 51.5143181283]",Point,City of London,RWG064260,2017-07-01,1,1,0,1,0,https://cycleassetimages.data.tfl.gov.uk/RWG064260_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064260_2.jpg,-0.1044296502, 51.5143181283
155,"[-0.1045572328, 51.5157237324]",Point,City of London,RWG064262,2017-07-02,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064262_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064262_2.jpg,-0.1045572328, 51.5157237324
156,"[-0.1083840594, 51.5268407289]",Point,Islington,RWG064294,2017-07-24,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064294_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064294_2.jpg,-0.1083840594, 51.5268407289
157,"[-0.105875972, 51.5306145551]",Point,Islington,RWG064292,2017-07-05,1,1,0,0,1,https://cycleassetimages.data.tfl.gov.uk/RWG064292_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064292_2.jpg,-0.105875972, 51.5306145551
158,"[-0.1045316839, 51.5310790863]",Point,Islington,RWG064191,2017-06-27,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064191_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064191_2.jpg,-0.1045316839, 51.5310790863
159,"[-0.1500154648, 51.5026058271]",Point,Westminster,RWG064180,2017-06-27,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064180_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064180_2.jpg,-0.1500154648, 51.5026058271
160,"[-0.0626609665, 51.5183840626]",Point,Tower Hamlets,RWG064167,2017-06-25,1,1,0,1,0,https://cycleassetimages.data.tfl.gov.uk/RWG064167_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064167_2.jpg,-0.0626609665, 51.5183840626
161,"[-0.1043275756, 51.531428398]",Point,Islington,RWG064198,2017-06-28,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064198_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064198_2.jpg,-0.1043275756, 51.531428398
162,"[-0.1044343394, 51.5311311304]",Point,Islington,RWG064195,2017-06-28,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064195_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064195_2.jpg,-0.1044343394, 51.5311311304
163,"[-0.0907406031, 51.5254525337]",Point,Islington,RWG064235,2017-06-30,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064235_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064235_2.jpg,-0.0907406031, 51.5254525337
164,"[-0.0629796098, 51.5183896153]",Point,Tower Hamlets,RWG064166,2017-06-25,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064166_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064166_2.jpg,-0.0629796098, 51.5183896153
165,"[-0.0782247322, 51.5094850687]",Point,Tower Hamlets,RWG064232,2017-06-30,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064232_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064232_2.jpg,-0.0782247322, 51.5094850687
166,"[-0.0687373902, 51.5108652094]",Point,Tower Hamlets,RWG064249,2017-06-30,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064249_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064249_2.jpg,-0.0687373902, 51.5108652094
167,"[-0.0714875113, 51.5152564157]",Point,Tower Hamlets,RWG064321,2017-09-05,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064321_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064321_2.jpg,-0.0714875113, 51.5152564157
168,"[-0.0562772137, 51.5197481874]",Point,Tower Hamlets,RWG108670,2017-09-28,1,1,0,1,0,https://cycleassetimages.data.tfl.gov.uk/RWG108670_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG108670_2.jpg,-0.0562772137, 51.5197481874
169,"[-0.076845751, 51.5095695622]",Point,Tower Hamlets,RWG064305,2017-09-04,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064305_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064305_2.jpg,-0.076845751, 51.5095695622
170,"[-0.0703240404, 51.5156614129]",Point,Tower Hamlets,RWG064320,2017-09-05,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064320_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064320_2.jpg,-0.0703240404, 51.5156614129
171,"[-0.068352984, 51.5108565821]",Point,Tower Hamlets,RWG064238,2017-06-30,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064238_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064238_2.jpg,-0.068352984, 51.5108565821
172,"[-0.072328538, 51.5102052708]",Point,Tower Hamlets,RWG064248,2017-06-29,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064248_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064248_2.jpg,-0.072328538, 51.5102052708
173,"[-0.1359276419, 51.5039627485]",Point,Westminster,RWG064204,2017-06-29,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064204_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064204_2.jpg,-0.1359276419, 51.5039627485
174,"[-0.1275079752, 51.5011855932]",Point,Westminster,RWG064207,2017-06-29,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064207_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064207_2.jpg,-0.1275079752, 51.5011855932
175,"[-0.1294505122, 51.5012684551]",Point,Westminster,RWG064209,2017-06-29,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064209_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064209_2.jpg,-0.1294505122, 51.5012684551
176,"[-0.1401946692, 51.5022404795]",Point,Westminster,RWG152601,2017-12-19,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG152601_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG152601_2.jpg,-0.1401946692, 51.5022404795
177,"[-0.1083697815, 51.5267938902]",Point,Islington,RWG064221,2017-06-29,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064221_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064221_2.jpg,-0.1083697815, 51.5267938902
178,"[-0.0625564649, 51.5184047532]",Point,Tower Hamlets,RWG064168,2017-06-25,1,1,0,1,0,https://cycleassetimages.data.tfl.gov.uk/RWG064168_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064168_2.jpg,-0.0625564649, 51.5184047532
179,"[-0.056414828, 51.5196614336]",Point,Tower Hamlets,RWG064169,2017-06-25,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064169_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064169_2.jpg,-0.056414828, 51.5196614336
180,"[-0.0560458061, 51.5197798337]",Point,Tower Hamlets,RWG064170,2017-06-26,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064170_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064170_2.jpg,-0.0560458061, 51.5197798337
181,"[-0.129618657, 51.5010590918]",Point,Westminster,RWG064206,2017-06-28,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064206_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064206_2.jpg,-0.129618657, 51.5010590918
182,"[-0.1277139255, 51.5002878373]",Point,Westminster,RWG064342,2017-09-07,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064342_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064342_2.jpg,-0.1277139255, 51.5002878373
183,"[-0.113471703, 51.5107881984]",Point,Westminster,RWG064333,2017-09-06,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064333_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064333_2.jpg,-0.113471703, 51.5107881984
184,"[-0.1153134416, 51.5104699328]",Point,Westminster,RWG064332,2017-09-06,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064332_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064332_2.jpg,-0.1153134416, 51.5104699328
185,"[-0.123597825, 51.5008202857]",Point,Westminster,RWG064230,2017-06-30,1,1,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064230_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064230_2.jpg,-0.123597825, 51.5008202857
186,"[-0.1225451719, 51.5066215272]",Point,Westminster,RWG064274,2017-07-03,1,1,1,0,1,https://cycleassetimages.data.tfl.gov.uk/RWG064274_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064274_2.jpg,-0.1225451719, 51.5066215272
187,"[-0.1222902679, 51.5063731484]",Point,Westminster,RWG064275,2017-07-04,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064275_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064275_2.jpg,-0.1222902679, 51.5063731484
188,"[-0.1300309622, 51.5012938091]",Point,Westminster,RWG152588,2017-12-19,1,1,1,0,1,https://cycleassetimages.data.tfl.gov.uk/RWG152588_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG152588_2.jpg,-0.1300309622, 51.5012938091
189,"[-0.1384463369, 51.5004594985]",Point,Westminster,RWG152591,2017-12-19,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG152591_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG152591_2.jpg,-0.1384463369, 51.5004594985
190,"[-0.1395412494, 51.5008961071]",Point,Westminster,RWG152595,2017-12-19,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG152595_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG152595_2.jpg,-0.1395412494, 51.5008961071
191,"[-0.1257842665, 51.5008745236]",Point,Westminster,RWG064228,2017-06-30,1,1,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064228_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064228_2.jpg,-0.1257842665, 51.5008745236
192,"[-0.1301617883, 51.501366084]",Point,Westminster,RWG152587,2017-12-19,1,1,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG152587_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG152587_2.jpg,-0.1301617883, 51.501366084
193,"[-0.1399966103, 51.5019280219]",Point,Westminster,RWG152597,2017-12-19,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG152597_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG152597_2.jpg,-0.1399966103, 51.5019280219
194,"[-0.140599628, 51.5001825127]",Point,Westminster,RWG152598,2017-12-19,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG152598_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG152598_2.jpg,-0.140599628, 51.5001825127
195,"[-0.122239699, 51.5063733469]",Point,Westminster,RWG064276,2017-07-04,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064276_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064276_2.jpg,-0.122239699, 51.5063733469
196,"[-0.1222550735, 51.5064215782]",Point,Westminster,RWG064277,2017-07-04,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064277_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064277_2.jpg,-0.1222550735, 51.5064215782
197,"[-0.1218211619, 51.5071563703]",Point,Westminster,RWG064280,2017-07-04,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064280_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064280_2.jpg,-0.1218211619, 51.5071563703
198,"[-0.1495656949, 51.502617286]",Point,Westminster,RWG064181,2017-06-27,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064181_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064181_2.jpg,-0.1495656949, 51.502617286
199,"[-0.1416913797, 51.514009118]",Point,Westminster,RWG064220,2017-06-29,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064220_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064220_2.jpg,-0.1416913797, 51.514009118
